time_bin,timestamp,total_vehicles,car_count,truck_count,total_stopped_vehicles,avg_queue_length,max_queue_length,avg_speed,median_speed,speed_std,percent_stopped,avg_lane_occupancy,max_lane_occupancy,num_active_lanes,traffic_density,flow_rate,avg_acceleration,harsh_braking_count,pedestrian_count,avg_ped_waiting_time,max_ped_waiting_time,ped_crossing_demand,avg_ped_speed,stopped_pedestrians,bicycle_count,avg_bicycle_speed,hour_of_day,minute_of_hour,time_of_day_sin,time_of_day_cos,recording_id,cycle_time,phase_1_green,phase_2_green,phase_3_green,phase_4_green,pedestrian_green,yellow_time,all_red_time
15,450.0,11,11,0,3,0,0,6.360458507806336,2.3449632518171004,7.147311786798934,27.27272727272727,0,0,0,0.0013971456139709,22.029372496662216,0.6094051191454153,175,3,24.36,24.36,3,0.535091587155752,1,1,3.819399563780189,8,7,0.8660254037844387,-0.4999999999999998,0,106.0,26.5,22.0,26.0,12.5,26.0,3,2
16,480.0,10,10,0,2,0,0,6.484013336563003,4.375118610415036,7.122249308159335,20.0,0,0,0,0.0011036106744697,20.02670226969293,0.5045491792964371,126,3,30.0,30.0,3,0.9233894884366066,1,1,6.181032253508359,8,8,0.8660254037844387,-0.4999999999999998,0,76.0,19.5,15.5,12.0,11.5,23.0,3,2
17,510.0,8,8,0,3,0,0,5.576866351243565,0.0,7.046211400458533,37.5,0,0,0,0.0008751020605471,16.02136181575434,0.4073474494975129,19,5,30.0,30.0,5,0.7424965385210186,1,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,0,82.5,19.0,19.0,19.0,9.5,30.0,3,2
18,540.0,13,13,0,2,0,0,7.345314123645869,4.781065975585361,7.524489699822645,15.384615384615383,0,0,0,0.0013782931090607,26.0347129506008,0.6547796426238479,209,3,30.0,30.0,3,0.6224163262568395,1,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,0,111.0,32.0,24.5,20.0,9.0,21.5,3,2
19,570.0,26,23,3,5,0,0,7.384790914229223,5.857666388460511,6.567921996506141,19.230769230769237,0,0,0,0.002790653639929,52.0694259012016,0.8319490654793356,361,1,30.0,30.0,1,0.0221761718296778,1,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,0,110.0,30.5,18.0,24.0,18.0,17.5,3,2
20,600.0,26,25,1,8,0,0,7.206442180480149,6.017753568542003,6.739789189518095,30.76923076923077,0,0,0,0.0028168370342492,52.0694259012016,0.8541704522937595,443,2,30.0,30.0,2,0.1560170443570717,1,2,7.032570814526473,8,10,0.8660254037844387,-0.4999999999999998,0,108.0,35.0,21.5,18.0,13.5,25.0,3,2
21,630.0,12,11,1,2,0,0,5.634233843162504,2.351192741592701,6.424978922228079,16.666666666666664,0,0,0,0.0013073894313998,24.032042723631506,0.7495871044299212,222,2,30.0,30.0,2,0.8981469700173814,1,3,8.336671646767076,8,10,0.8660254037844387,-0.4999999999999998,0,83.5,18.5,18.0,12.5,7.0,22.5,3,2
22,660.0,11,11,0,2,0,0,7.144841722304565,0.0,7.620841591352284,18.181818181818183,0,0,0,0.0015819684614451,22.029372496662216,0.3129757967149293,15,4,17.259999999999998,30.0,4,0.8730395288879945,2,0,0.0,8,11,0.8660254037844387,-0.4999999999999998,0,88.0,22.0,17.0,18.0,11.0,26.5,3,2
23,690.0,15,12,3,2,0,0,6.9017851686648,6.582893047048183,6.013902891229458,13.333333333333334,0,0,0,0.0016175344491136,30.040053404539385,0.6880702840097184,158,4,18.4,30.0,4,0.620100822195718,3,1,4.965058349089203,8,11,0.8660254037844387,-0.4999999999999998,0,113.5,36.5,22.0,26.5,14.5,27.5,3,2
24,720.0,14,12,2,2,0,0,7.613959538018969,0.0,8.367678357645778,14.285714285714285,0,0,0,0.0016163262775295,28.03738317757009,0.3830298779952245,17,2,30.0,30.0,2,0.2039645501129632,1,1,3.810494073162253,8,12,0.8660254037844387,-0.4999999999999998,0,74.0,17.0,17.5,14.0,7.0,20.5,3,2
25,750.0,11,9,2,3,0,0,5.8712535479572505,4.228865528909616,6.680059009091512,27.27272727272727,0,0,0,0.0012108189452861,22.029372496662216,0.7716722071589478,242,2,30.0,30.0,2,0.5204540887533616,1,0,0.0,8,12,0.8660254037844387,-0.4999999999999998,0,85.5,24.5,19.5,17.5,9.5,23.5,3,2
26,780.0,16,16,0,3,0,0,7.265953789554633,6.44496006986079,7.078742334475027,18.75,0,0,0,0.0016839649213299,32.04272363150868,0.3874628294620226,54,3,30.0,30.0,3,0.8034116656940996,1,1,13.96728865762162,8,13,0.8660254037844387,-0.4999999999999998,0,95.5,29.5,20.5,16.5,11.0,21.5,3,2
27,810.0,14,13,1,2,0,0,6.685018753701624,1.0720165106937485,7.799491019715792,14.285714285714285,0,0,0,0.0015356265758826,28.03738317757009,0.569688028522784,159,3,26.8,30.0,3,0.4983791502079497,2,2,1.7508415567223825,8,13,0.8660254037844387,-0.4999999999999998,0,97.0,24.0,21.0,17.5,9.5,24.5,3,2
28,840.0,24,23,1,3,0,0,7.085632640525188,6.231191794519241,5.9506495215430855,12.5,0,0,0,0.0025744422525885,48.06408544726301,0.7244593163425206,362,8,13.54,30.0,8,0.8122499126804069,6,1,4.768535965116158,8,14,0.8660254037844387,-0.4999999999999998,0,105.0,29.0,17.0,26.5,16.0,30.0,3,2
29,870.0,17,15,2,5,0,0,4.672677180583752,0.5486401557487385,6.320650738480623,29.411764705882355,0,0,0,0.0019506916114551,34.04539385847797,0.538824636711385,169,11,15.913333333333334,30.0,11,0.7915826749200092,6,3,12.26984984825957,8,14,0.8660254037844387,-0.4999999999999998,0,92.5,20.0,17.0,15.0,10.0,30.0,3,2
30,900.0,16,13,3,7,0,0,4.870273031157822,1.0579580684034695,6.320712484667908,43.75,0,0,0,0.001833714726362,32.04272363150868,0.5978995277524354,31,12,18.582222222222224,30.0,12,0.5566483345997683,9,2,5.69242641751896,8,15,0.8660254037844387,-0.4999999999999998,0,120.0,31.0,22.0,30.5,12.5,30.0,3,2
31,930.0,17,13,4,4,0,0,6.178305356753923,1.4809996132475487,6.872337869602528,23.52941176470588,0,0,0,0.0023662295391451,34.04539385847797,0.3800317720021554,60,10,21.2,30.0,10,0.5652454629025496,7,1,14.114898100809905,8,15,0.8660254037844387,-0.4999999999999998,0,101.5,30.5,17.0,25.5,12.0,30.0,3,2
32,960.0,5,4,1,3,0,0,6.564312611456764,0.0,8.239718619463751,60.0,0,0,0,0.0008382726238968,277.77777777777777,0.2210627237620712,0,5,0.7866666666666667,1.08,5,0.4434666939579038,3,1,15.883221869646244,8,16,0.8660254037844387,-0.4999999999999998,0,77.5,21.0,15.5,12.0,12.5,30.0,3,2
0,0.0,13,11,2,3,0,0,3.916048669441995,0.0,6.026986592335036,23.07692307692308,0,0,0,0.0022733011178524,26.0347129506008,0.3733269030467254,38,2,0.0,0.0,2,1.6453485467901452,0,0,0.0,8,0,0.8660254037844387,-0.4999999999999998,1,112.0,26.5,23.0,23.0,15.0,24.5,3,2
1,30.0,23,21,2,3,0,0,6.421148936143676,4.166136923578004,6.798515727252273,13.043478260869565,0,0,0,0.002857215286809,46.061415220293725,0.5355220816908335,122,1,9.04,9.04,1,0.7013215354255997,1,0,0.0,8,0,0.8660254037844387,-0.4999999999999998,1,89.0,26.5,18.0,20.5,10.0,21.5,3,2
2,60.0,21,21,0,3,0,0,6.900617978437251,6.885531615046148,6.724573556375199,14.285714285714285,0,0,0,0.0028042883332441,42.05607476635514,0.5081382193829759,126,2,5.92,5.92,2,1.1865214771225654,1,0,0.0,8,1,0.8660254037844387,-0.4999999999999998,1,120.0,32.5,24.0,27.5,16.0,21.0,3,2
3,90.0,11,9,2,4,0,0,3.59703407422147,0.0,5.758662812432446,36.36363636363637,0,0,0,0.0014775957942439,22.029372496662216,0.4415704265889101,124,0,0.0,0.0,0,0.0,0,0,0.0,8,1,0.8660254037844387,-0.4999999999999998,1,77.5,13.5,15.5,14.5,10.0,7.5,3,2
4,120.0,13,12,1,3,0,0,4.350494183622786,0.0,7.088366370300004,23.07692307692308,0,0,0,0.0016953966777587,26.0347129506008,0.3716459611270933,13,0,0.0,0.0,0,0.0,0,0,0.0,8,2,0.8660254037844387,-0.4999999999999998,1,120.0,34.0,22.0,26.5,15.0,10.0,3,2
5,150.0,16,14,2,5,0,0,5.652544883630964,0.5811089581137087,6.908919245150003,31.25,0,0,0,0.0020823831787643,32.04272363150868,0.4640968068425197,102,0,0.0,0.0,0,0.0,0,0,0.0,8,2,0.8660254037844387,-0.4999999999999998,1,82.0,19.0,17.0,15.0,7.0,9.0,3,2
6,180.0,12,11,1,3,0,0,6.048325303373709,0.0,8.098109228834844,25.0,0,0,0,0.0015156803638408,24.032042723631506,0.3319748175223169,29,0,0.0,0.0,0,0.0,0,0,0.0,8,3,0.8660254037844387,-0.4999999999999998,1,81.0,19.5,16.0,14.0,7.5,8.5,3,2
7,210.0,15,15,0,3,0,0,6.421462308103156,0.0,7.533749413104077,20.0,0,0,0,0.0020781582658015,30.040053404539385,0.3977340594318582,167,0,0.0,0.0,0,0.0,0,1,14.55971449312836,8,3,0.8660254037844387,-0.4999999999999998,1,107.0,34.0,21.0,16.5,15.5,8.5,3,2
8,240.0,14,13,1,3,0,0,4.877121467797747,0.0,6.317074109806423,21.428571428571427,0,0,0,0.0018989668279295,28.03738317757009,0.4172291355853036,41,0,0.0,0.0,0,0.0,0,0,0.0,8,4,0.8660254037844387,-0.4999999999999998,1,92.5,24.0,13.5,16.0,11.5,7.5,3,2
9,270.0,19,19,0,3,0,0,6.394781789077413,0.0,7.857246633603099,15.789473684210526,0,0,0,0.0022892310198582,38.05073431241655,0.2781348256396,3,0,0.0,0.0,0,0.0,0,0,0.0,8,4,0.8660254037844387,-0.4999999999999998,1,117.5,33.0,20.0,26.5,16.5,9.0,3,2
10,300.0,17,16,1,3,0,0,5.101411280565985,0.0,6.376849527936071,17.647058823529413,0,0,0,0.002158121731548,34.04539385847797,0.5341656298813886,184,2,0.0,0.0,2,1.5687353132356792,0,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,1,116.0,30.0,22.5,21.0,16.5,19.5,3,2
11,330.0,12,12,0,3,0,0,5.446246932127438,0.0,7.538776156025175,25.0,0,0,0,0.0015033339038304,24.032042723631506,0.290723471221235,65,2,0.0,0.0,2,1.5744182553837585,0,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,1,75.5,24.0,14.0,12.5,7.0,23.0,3,2
12,360.0,10,9,1,4,0,0,3.284046401903686,0.0,5.848947156379138,40.0,0,0,0,0.0013040131825339,20.02670226969293,0.3305016366843797,85,3,2.76,2.76,3,1.4667618594020948,1,1,7.402877772103873,8,6,0.8660254037844387,-0.4999999999999998,1,94.5,23.0,16.0,18.0,11.5,25.0,3,2
13,390.0,19,18,1,5,0,0,5.592425085636673,0.8241372075699622,6.5653675181436615,26.31578947368421,0,0,0,0.0023474155137815,38.05073431241655,0.5512662466656969,149,3,1.84,1.84,3,1.8141076405302252,1,1,6.615917337420186,8,6,0.8660254037844387,-0.4999999999999998,1,93.5,26.5,22.5,17.0,10.5,24.0,3,2
14,420.0,8,8,0,3,0,0,2.8159833388444477,0.0,5.808891197947202,37.5,0,0,0,0.001069100196686,16.02136181575434,0.147521540002722,6,2,0.0,0.0,2,1.8398512598279009,0,2,7.946093847501752,8,7,0.8660254037844387,-0.4999999999999998,1,87.5,21.0,16.0,19.0,10.0,24.0,3,2
15,450.0,17,16,1,3,0,0,6.010049632393192,1.859104670959595,6.591793805043339,17.647058823529413,0,0,0,0.0022498696270546,34.04539385847797,0.3949346096197935,82,2,0.0,0.0,2,2.562119215817814,0,3,6.217050447284403,8,7,0.8660254037844387,-0.4999999999999998,1,120.0,33.0,24.5,27.5,16.5,22.0,3,2
16,480.0,22,19,3,5,0,0,5.519164129478893,1.6969578283386983,6.552110516889563,22.727272727272727,0,0,0,0.0027582401602404,44.05874499332443,0.5374449354121499,110,0,0.0,0.0,0,0.0,0,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,1,88.0,27.0,13.0,18.5,9.5,8.5,3,2
17,510.0,16,15,1,3,0,0,6.244638209791948,0.0,7.519507039694337,18.75,0,0,0,0.0030767838518952,32.04272363150868,0.2500061149920754,14,0,0.0,0.0,0,0.0,0,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,1,114.0,37.5,19.5,28.0,13.0,8.0,3,2
18,540.0,10,9,1,3,0,0,4.6541617777599535,0.0,7.19343490853296,30.0,0,0,0,0.0019340420063367,20.02670226969293,0.2643593160257031,8,0,0.0,0.0,0,0.0,0,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,1,84.5,23.0,13.5,18.5,10.0,8.0,3,2
19,570.0,19,17,2,4,0,0,6.592842947245307,0.0,8.029023906236054,21.052631578947366,0,0,0,0.002475821905286,38.05073431241655,0.3294182831847532,55,0,0.0,0.0,0,0.0,0,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,1,100.5,31.0,25.0,15.5,15.0,9.0,3,2
20,600.0,24,24,0,5,0,0,6.424458240416697,0.0368203212482606,7.313670163400127,20.833333333333336,0,0,0,0.0030216346433553,48.06408544726301,0.3584957589109662,38,1,7.32,7.32,1,0.7227890824968504,1,0,0.0,8,10,0.8660254037844387,-0.4999999999999998,1,120.0,31.0,26.0,22.0,16.0,18.5,3,2
21,630.0,19,17,2,6,0,0,5.731155872903604,0.0959608941183855,6.785279464189818,31.57894736842105,0,0,0,0.0024078221039277,38.05073431241655,0.5292145150138283,278,2,21.36,21.36,2,0.6791126559411148,1,1,4.710420068863972,8,10,0.8660254037844387,-0.4999999999999998,1,63.5,15.0,11.0,12.0,7.0,20.0,3,2
22,660.0,15,15,0,3,0,0,6.031124691938093,0.0,6.970854854077858,20.0,0,0,0,0.0020699613995139,30.040053404539385,0.3654749699148131,62,2,0.0,0.0,2,1.2369482499762805,0,1,2.4637172211560867,8,11,0.8660254037844387,-0.4999999999999998,1,84.5,26.0,13.5,16.0,7.0,25.0,3,2
23,690.0,12,11,1,3,0,0,3.788038881270563,0.0,5.337524376581602,25.0,0,0,0,0.0016959018692383,24.032042723631506,0.2741102600352483,0,6,4.16,4.84,6,1.0738619495775643,2,1,4.868791194376652,8,11,0.8660254037844387,-0.4999999999999998,1,96.0,23.5,17.5,23.0,10.5,30.0,3,2
24,720.0,15,13,2,3,0,0,5.847839186134206,0.0,6.896270410013632,20.0,0,0,0,0.0018405141624131,30.040053404539385,0.3245304371611383,61,5,0.36,0.36,5,1.2902762242059298,1,1,1.521192960019995,8,12,0.8660254037844387,-0.4999999999999998,1,90.0,20.5,15.5,12.5,11.5,30.0,3,2
25,750.0,19,18,1,6,0,0,5.978062987930242,0.0470802899138494,7.128782079168358,31.57894736842105,0,0,0,0.002593257715447,38.05073431241655,0.4890084242983327,205,1,0.0,0.0,1,1.3188507140931474,0,1,4.893196133058453,8,12,0.8660254037844387,-0.4999999999999998,1,83.5,19.5,17.0,13.0,7.5,18.5,3,2
26,780.0,21,18,3,9,0,0,4.710723688377723,1.5352314510087348,5.799950460470797,42.85714285714285,0,0,0,0.0025592343480826,42.05607476635514,0.5528699018921661,169,0,0.0,0.0,0,0.0,0,1,1.7104921576734242,8,13,0.8660254037844387,-0.4999999999999998,1,120.0,31.5,23.0,27.5,15.5,8.0,3,2
27,810.0,17,14,3,3,0,0,5.330092302869746,0.0,5.908813729351765,17.647058823529413,0,0,0,0.0020659078123417,34.04539385847797,0.5385054652797682,217,1,0.0,0.0,1,1.492687879411554,0,1,3.4781425348124677,8,13,0.8660254037844387,-0.4999999999999998,1,111.5,26.0,23.5,22.5,15.0,20.5,3,2
28,840.0,12,11,1,3,0,0,5.050284457881026,0.0,7.368984623978054,25.0,0,0,0,0.0014624575534283,24.032042723631506,0.3670890420217383,179,1,0.0,0.0,1,1.351900728470301,0,0,0.0,8,14,0.8660254037844387,-0.4999999999999998,1,83.5,21.5,14.5,18.0,7.0,21.0,3,2
29,870.0,12,12,0,3,0,0,5.068187440363195,0.0,6.956001741313355,25.0,0,0,0,0.0023237972909831,24.032042723631506,0.1719938286374691,4,0,0.0,0.0,0,0.0,0,0,0.0,8,14,0.8660254037844387,-0.4999999999999998,1,102.5,28.0,17.5,20.5,10.5,8.0,3,2
30,900.0,15,14,1,4,0,0,5.070465277057132,0.0032564090652127,6.682169440584404,26.666666666666668,0,0,0,0.0017860904876678,30.040053404539385,0.4538336126158221,14,0,0.0,0.0,0,0.0,0,0,0.0,8,15,0.8660254037844387,-0.4999999999999998,1,117.5,36.5,27.0,19.0,14.0,8.5,3,2
31,930.0,21,18,3,5,0,0,5.466177921963576,2.4986622252717554,6.175423905197455,23.809523809523807,0,0,0,0.0025440221177993,42.05607476635514,0.5532785118179987,99,2,6.88,6.88,2,1.2181822749646858,1,0,0.0,8,15,0.8660254037844387,-0.4999999999999998,1,111.0,37.0,20.0,23.0,14.5,22.0,3,2
32,960.0,17,13,4,4,0,0,4.468422977941258,0.018520607441442,6.185269437315336,23.52941176470588,0,0,0,0.0023238060546943,34.04539385847797,0.3805039563126405,124,2,5.92,6.6,2,1.2640093552716505,2,0,0.0,8,16,0.8660254037844387,-0.4999999999999998,1,120.0,28.5,33.0,25.5,19.5,21.5,3,2
33,990.0,21,18,3,4,0,0,6.93077469968214,5.203717453879399,7.078971349412908,19.047619047619047,0,0,0,0.0025902650899463,42.05607476635514,0.4709539520188295,99,0,0.0,0.0,0,0.0,0,0,0.0,8,16,0.8660254037844387,-0.4999999999999998,1,97.5,26.5,21.5,16.0,15.0,10.0,3,2
34,1020.0,7,7,0,3,0,0,3.184047182880269,0.0,5.058952665639488,42.85714285714285,0,0,0,0.0009454709626487,34.20195439739414,0.3452393372830076,0,0,0.0,0.0,0,0.0,0,0,0.0,8,17,0.8660254037844387,-0.4999999999999998,1,82.5,18.5,14.0,15.0,9.0,9.5,3,2
0,0.0,23,19,4,9,0,0,4.830986669283703,0.0123770190272132,6.712843158741927,39.130434782608695,0,0,0,0.0023988775600013,46.061415220293725,0.5607901080689391,276,1,0.0,0.0,1,1.529237761647981,0,0,0.0,8,0,0.8660254037844387,-0.4999999999999998,2,120.0,31.5,23.0,28.0,19.5,19.5,3,2
1,30.0,26,22,4,7,0,0,5.1837418287154025,0.0,6.828536684207839,26.923076923076923,0,0,0,0.0026718658853796,52.0694259012016,0.4285470110656021,119,1,0.0,0.0,1,1.4071284664166814,0,1,4.481711629301384,8,0,0.8660254037844387,-0.4999999999999998,2,91.0,28.5,20.5,18.0,8.0,19.5,3,2
2,60.0,29,23,6,5,0,0,6.791131931664125,6.497300511173851,6.688957733732222,17.24137931034483,0,0,0,0.0030413451479759,58.07743658210948,0.4600000644027114,157,2,0.0,0.0,2,1.3711967274401815,0,1,4.709869560796515,8,1,0.8660254037844387,-0.4999999999999998,2,102.0,28.5,19.5,19.0,16.5,21.5,3,2
3,90.0,23,22,1,6,0,0,6.150741367808599,0.4174642607457554,6.946634101263479,26.08695652173913,0,0,0,0.0023577444726389,46.061415220293725,0.4619933883629357,192,2,0.0,0.0,2,2.6043190417813302,0,1,21.751563665679235,8,1,0.8660254037844387,-0.4999999999999998,2,90.0,28.0,18.5,13.0,10.0,20.0,3,2
4,120.0,14,12,2,5,0,0,4.110907288132822,0.0,6.343781435990644,35.714285714285715,0,0,0,0.0014434151600852,28.03738317757009,0.4163546551892085,3,0,0.0,0.0,0,0.0,0,1,4.263352967988591,8,2,0.8660254037844387,-0.4999999999999998,2,103.0,29.5,20.0,21.5,11.5,7.5,3,2
5,150.0,19,17,2,5,0,0,5.755532145929696,0.0,6.826694529329621,26.31578947368421,0,0,0,0.0019804063747978,38.05073431241655,0.4132614111376949,118,1,0.0,0.0,1,1.2703636751598522,0,1,3.806353239070192,8,2,0.8660254037844387,-0.4999999999999998,2,120.0,42.0,25.5,29.5,12.0,17.0,3,2
6,180.0,18,17,1,4,0,0,5.085310009545937,0.0,7.260966535100794,22.22222222222222,0,0,0,0.0027565320660423,36.04806408544727,0.2163524681516118,42,2,0.0,0.0,2,1.4188826421479313,0,0,0.0,8,3,0.8660254037844387,-0.4999999999999998,2,61.5,17.0,10.0,10.5,7.5,19.0,3,2
7,210.0,21,19,2,5,0,0,5.872547974002768,0.0218615178631236,7.30129199027019,23.809523809523807,0,0,0,0.0021569086131477,42.05607476635514,0.3661768300903942,87,13,0.8400000000000001,0.92,13,1.356466640514567,2,1,5.858658604682796,8,3,0.8660254037844387,-0.4999999999999998,2,115.0,37.5,26.0,24.5,14.5,30.0,3,2
8,240.0,21,18,3,5,0,0,5.125888657075347,3.4038908539336585,5.686777134328997,23.809523809523807,0,0,0,0.0021547903185377,42.05607476635514,0.5408194209910034,242,11,11.92,18.88,11,1.5075085996056348,2,1,5.4037271969641045,8,4,0.8660254037844387,-0.4999999999999998,2,97.5,23.0,19.0,20.0,13.0,30.0,3,2
9,270.0,21,18,3,7,0,0,5.256273545174778,0.0013309430579952,7.457356822942136,33.33333333333333,0,0,0,0.0021293602766698,42.05607476635514,0.3122687504712952,22,5,21.7,27.64,5,0.8418534700671759,2,1,18.533542337978677,8,4,0.8660254037844387,-0.4999999999999998,2,120.0,34.0,25.5,25.0,17.0,28.0,3,2
10,300.0,13,10,3,4,0,0,3.518749198681247,0.0,5.309983939524575,30.76923076923077,0,0,0,0.001643879108875,26.0347129506008,0.2962726016888095,0,2,12.56,13.72,2,0.6774655303762858,2,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,2,120.0,36.5,20.5,22.5,17.5,25.0,3,2
11,330.0,17,17,0,4,0,0,5.659717582112809,0.0,6.980368945932851,23.52941176470588,0,0,0,0.0017454133520419,34.04539385847797,0.3250056602528778,44,3,0.0,0.0,3,1.5987138616782264,0,1,8.76045896302744,8,5,0.8660254037844387,-0.4999999999999998,2,68.5,16.0,10.5,13.0,7.0,24.0,3,2
12,360.0,17,16,1,6,0,0,4.351570234709944,0.0,6.4945148793232725,35.294117647058826,0,0,0,0.0025512461785015,34.04539385847797,0.3824939221039902,105,1,0.0,0.0,1,1.8353728046250333,0,0,0.0,8,6,0.8660254037844387,-0.4999999999999998,2,120.0,39.0,20.0,23.5,18.5,18.5,3,2
