time_bin,timestamp,total_vehicles,car_count,truck_count,total_stopped_vehicles,avg_queue_length,max_queue_length,avg_speed,median_speed,speed_std,percent_stopped,avg_lane_occupancy,max_lane_occupancy,num_active_lanes,traffic_density,flow_rate,avg_acceleration,harsh_braking_count,pedestrian_count,avg_ped_waiting_time,max_ped_waiting_time,ped_crossing_demand,avg_ped_speed,stopped_pedestrians,bicycle_count,avg_bicycle_speed,hour_of_day,minute_of_hour,time_of_day_sin,time_of_day_cos,recording_id
10,300.0,24,23,1,3,0,0,8.570924113714277,8.092743198745733,7.134907238628736,12.5,0,0,0,0.0024748667681564356,48.06408544726301,0.8332677724230546,325,1,0.0,0.0,1,1.2286960485746774,0,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,00
11,330.0,17,15,2,2,0,0,7.355033231219991,7.224837575392266,6.811829726069905,11.76470588235294,0,0,0,0.0018232114934959723,34.04539385847797,0.6769559277508772,224,2,0.48,0.48,2,1.0763536451532112,1,1,7.812115105748841,8,5,0.8660254037844387,-0.4999999999999998,00
12,360.0,13,11,2,2,0,0,6.328357572824783,5.896449263158295,6.712268951844591,15.384615384615385,0,0,0,0.0015601788326443879,26.0347129506008,0.5427391803612991,178,5,10.04,10.04,5,1.283220777896113,1,3,6.7584874012105125,8,6,0.8660254037844387,-0.4999999999999998,00
13,390.0,19,19,0,2,0,0,8.473528685421387,10.38846897378531,7.130178857544128,10.526315789473683,0,0,0,0.002017667370633469,38.05073431241655,0.6243698311194719,320,4,8.16,8.16,4,1.2076756042477155,1,2,4.408978416063415,8,6,0.8660254037844387,-0.4999999999999998,00
14,420.0,17,17,0,2,0,0,9.083398474188572,12.996599354885108,7.757835959267159,11.76470588235294,0,0,0,0.0017996059643374661,34.04539385847797,0.4961083691386749,220,2,12.84,12.84,2,0.6667341069607597,1,0,0.0,8,7,0.8660254037844387,-0.4999999999999998,00
15,450.0,11,11,0,3,0,0,6.360458507806336,2.3449632518171004,7.147311786798934,27.27272727272727,0,0,0,0.0013971456139709572,22.029372496662216,0.6094051191454153,175,3,24.36,24.36,3,0.535091587155752,1,1,3.819399563780189,8,7,0.8660254037844387,-0.4999999999999998,00
16,480.0,10,10,0,2,0,0,6.484013336563003,4.375118610415036,7.1222493081593345,20.0,0,0,0,0.0011036106744697766,20.026702269692926,0.5045491792964371,126,3,30.0,30.0,3,0.9233894884366066,1,1,6.181032253508359,8,8,0.8660254037844387,-0.4999999999999998,00
17,510.0,8,8,0,3,0,0,5.576866351243565,0.0,7.046211400458533,37.5,0,0,0,0.0008751020605471337,16.02136181575434,0.4073474494975129,19,5,30.0,30.0,5,0.7424965385210186,1,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,00
18,540.0,13,13,0,2,0,0,7.345314123645869,4.781065975585361,7.524489699822645,15.384615384615385,0,0,0,0.0013782931090607483,26.0347129506008,0.6547796426238479,209,3,30.0,30.0,3,0.6224163262568395,1,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,00
19,570.0,26,23,3,5,0,0,7.384790914229223,5.857666388460511,6.567921996506141,19.230769230769234,0,0,0,0.0027906536399290934,52.0694259012016,0.8319490654793356,361,1,30.0,30.0,1,0.02217617182967787,1,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,00
20,600.0,26,25,1,8,0,0,7.206442180480149,6.017753568542003,6.739789189518095,30.76923076923077,0,0,0,0.0028168370342492787,52.0694259012016,0.8541704522937595,443,2,30.0,30.0,2,0.15601704435707173,1,2,7.032570814526473,8,10,0.8660254037844387,-0.4999999999999998,00
21,630.0,12,11,1,2,0,0,5.634233843162504,2.351192741592701,6.424978922228079,16.666666666666664,0,0,0,0.001307389431399811,24.032042723631506,0.7495871044299212,222,2,30.0,30.0,2,0.8981469700173814,1,3,8.336671646767076,8,10,0.8660254037844387,-0.4999999999999998,00
22,660.0,11,11,0,2,0,0,7.144841722304565,0.0,7.620841591352284,18.181818181818183,0,0,0,0.0015819684614451974,22.029372496662216,0.31297579671492937,15,4,17.259999999999998,30.0,4,0.8730395288879945,2,0,0.0,8,11,0.8660254037844387,-0.4999999999999998,00
23,690.0,15,12,3,2,0,0,6.9017851686648,6.582893047048183,6.013902891229458,13.333333333333334,0,0,0,0.0016175344491136476,30.040053404539385,0.6880702840097184,158,4,18.400000000000002,30.0,4,0.620100822195718,3,1,4.965058349089203,8,11,0.8660254037844387,-0.4999999999999998,00
24,720.0,14,12,2,2,0,0,7.613959538018969,0.0,8.367678357645778,14.285714285714285,0,0,0,0.0016163262775295596,28.037383177570092,0.3830298779952245,17,2,30.0,30.0,2,0.20396455011296327,1,1,3.8104940731622534,8,12,0.8660254037844387,-0.4999999999999998,00
25,750.0,11,9,2,3,0,0,5.8712535479572505,4.2288655289096155,6.6800590090915115,27.27272727272727,0,0,0,0.0012108189452861228,22.029372496662216,0.7716722071589478,242,2,30.0,30.0,2,0.5204540887533616,1,0,0.0,8,12,0.8660254037844387,-0.4999999999999998,00
26,780.0,16,16,0,3,0,0,7.265953789554633,6.44496006986079,7.078742334475027,18.75,0,0,0,0.0016839649213299247,32.04272363150868,0.38746282946202265,54,3,30.0,30.0,3,0.8034116656940996,1,1,13.96728865762162,8,13,0.8660254037844387,-0.4999999999999998,00
27,810.0,14,13,1,2,0,0,6.685018753701624,1.0720165106937485,7.799491019715792,14.285714285714285,0,0,0,0.0015356265758826304,28.037383177570092,0.569688028522784,159,3,26.8,30.0,3,0.49837915020794976,2,2,1.7508415567223823,8,13,0.8660254037844387,-0.4999999999999998,00
28,840.0,24,23,1,3,0,0,7.085632640525188,6.231191794519241,5.9506495215430855,12.5,0,0,0,0.0025744422525885583,48.06408544726301,0.7244593163425206,362,8,13.540000000000001,30.0,8,0.8122499126804069,6,1,4.768535965116158,8,14,0.8660254037844387,-0.4999999999999998,00
29,870.0,17,15,2,5,0,0,4.672677180583752,0.5486401557487385,6.320650738480623,29.411764705882355,0,0,0,0.0019506916114551145,34.04539385847797,0.538824636711385,169,11,15.913333333333334,30.0,11,0.7915826749200092,6,3,12.26984984825957,8,14,0.8660254037844387,-0.4999999999999998,00
30,900.0,16,13,3,7,0,0,4.870273031157822,1.0579580684034695,6.320712484667908,43.75,0,0,0,0.001833714726362069,32.04272363150868,0.5978995277524354,31,12,18.582222222222224,30.0,12,0.5566483345997683,9,2,5.69242641751896,8,15,0.8660254037844387,-0.4999999999999998,00
31,930.0,17,13,4,4,0,0,6.178305356753923,1.4809996132475487,6.872337869602528,23.52941176470588,0,0,0,0.0023662295391451817,34.04539385847797,0.3800317720021554,60,10,21.2,30.0,10,0.5652454629025496,7,1,14.114898100809903,8,15,0.8660254037844387,-0.4999999999999998,00
32,960.0,5,4,1,3,0,0,6.564312611456764,0.0,8.239718619463751,60.0,0,0,0,0.0008382726238968604,277.77777777777777,0.22106272376207126,0,5,0.7866666666666667,1.08,5,0.4434666939579038,3,1,15.883221869646245,8,16,0.8660254037844387,-0.4999999999999998,00
