time_bin,timestamp,total_vehicles,car_count,truck_count,total_stopped_vehicles,avg_queue_length,max_queue_length,avg_speed,median_speed,speed_std,percent_stopped,avg_lane_occupancy,max_lane_occupancy,num_active_lanes,traffic_density,flow_rate,avg_acceleration,harsh_braking_count,pedestrian_count,avg_ped_waiting_time,max_ped_waiting_time,ped_crossing_demand,avg_ped_speed,stopped_pedestrians,bicycle_count,avg_bicycle_speed,hour_of_day,minute_of_hour,time_of_day_sin,time_of_day_cos,recording_id
10,300.0,24,23,1,3,0,0,8.570924113714277,8.092743198745733,7.134907238628736,12.5,0,0,0,0.0024748667681564356,48.06408544726301,0.8332677724230546,325,1,0.0,0.0,1,1.2286960485746774,0,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,00
11,330.0,17,15,2,2,0,0,7.355033231219991,7.224837575392266,6.811829726069905,11.76470588235294,0,0,0,0.0018232114934959723,34.04539385847797,0.6769559277508772,224,2,0.48,0.48,2,1.0763536451532112,1,1,7.812115105748841,8,5,0.8660254037844387,-0.4999999999999998,00
12,360.0,13,11,2,2,0,0,6.328357572824783,5.896449263158295,6.712268951844591,15.384615384615385,0,0,0,0.0015601788326443879,26.0347129506008,0.5427391803612991,178,5,10.04,10.04,5,1.283220777896113,1,3,6.7584874012105125,8,6,0.8660254037844387,-0.4999999999999998,00
13,390.0,19,19,0,2,0,0,8.473528685421387,10.38846897378531,7.130178857544128,10.526315789473683,0,0,0,0.002017667370633469,38.05073431241655,0.6243698311194719,320,4,8.16,8.16,4,1.2076756042477155,1,2,4.408978416063415,8,6,0.8660254037844387,-0.4999999999999998,00
14,420.0,17,17,0,2,0,0,9.083398474188572,12.996599354885108,7.757835959267159,11.76470588235294,0,0,0,0.0017996059643374661,34.04539385847797,0.4961083691386749,220,2,12.84,12.84,2,0.6667341069607597,1,0,0.0,8,7,0.8660254037844387,-0.4999999999999998,00
15,450.0,11,11,0,3,0,0,6.360458507806336,2.3449632518171004,7.147311786798934,27.27272727272727,0,0,0,0.0013971456139709572,22.029372496662216,0.6094051191454153,175,3,24.36,24.36,3,0.535091587155752,1,1,3.819399563780189,8,7,0.8660254037844387,-0.4999999999999998,00
16,480.0,10,10,0,2,0,0,6.484013336563003,4.375118610415036,7.1222493081593345,20.0,0,0,0,0.0011036106744697766,20.026702269692926,0.5045491792964371,126,3,30.0,30.0,3,0.9233894884366066,1,1,6.181032253508359,8,8,0.8660254037844387,-0.4999999999999998,00
17,510.0,8,8,0,3,0,0,5.576866351243565,0.0,7.046211400458533,37.5,0,0,0,0.0008751020605471337,16.02136181575434,0.4073474494975129,19,5,30.0,30.0,5,0.7424965385210186,1,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,00
18,540.0,13,13,0,2,0,0,7.345314123645869,4.781065975585361,7.524489699822645,15.384615384615385,0,0,0,0.0013782931090607483,26.0347129506008,0.6547796426238479,209,3,30.0,30.0,3,0.6224163262568395,1,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,00
19,570.0,26,23,3,5,0,0,7.384790914229223,5.857666388460511,6.567921996506141,19.230769230769234,0,0,0,0.0027906536399290934,52.0694259012016,0.8319490654793356,361,1,30.0,30.0,1,0.02217617182967787,1,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,00
20,600.0,26,25,1,8,0,0,7.206442180480149,6.017753568542003,6.739789189518095,30.76923076923077,0,0,0,0.0028168370342492787,52.0694259012016,0.8541704522937595,443,2,30.0,30.0,2,0.15601704435707173,1,2,7.032570814526473,8,10,0.8660254037844387,-0.4999999999999998,00
21,630.0,12,11,1,2,0,0,5.634233843162504,2.351192741592701,6.424978922228079,16.666666666666664,0,0,0,0.001307389431399811,24.032042723631506,0.7495871044299212,222,2,30.0,30.0,2,0.8981469700173814,1,3,8.336671646767076,8,10,0.8660254037844387,-0.4999999999999998,00
22,660.0,11,11,0,2,0,0,7.144841722304565,0.0,7.620841591352284,18.181818181818183,0,0,0,0.0015819684614451974,22.029372496662216,0.31297579671492937,15,4,17.259999999999998,30.0,4,0.8730395288879945,2,0,0.0,8,11,0.8660254037844387,-0.4999999999999998,00
23,690.0,15,12,3,2,0,0,6.9017851686648,6.582893047048183,6.013902891229458,13.333333333333334,0,0,0,0.0016175344491136476,30.040053404539385,0.6880702840097184,158,4,18.400000000000002,30.0,4,0.620100822195718,3,1,4.965058349089203,8,11,0.8660254037844387,-0.4999999999999998,00
24,720.0,14,12,2,2,0,0,7.613959538018969,0.0,8.367678357645778,14.285714285714285,0,0,0,0.0016163262775295596,28.037383177570092,0.3830298779952245,17,2,30.0,30.0,2,0.20396455011296327,1,1,3.8104940731622534,8,12,0.8660254037844387,-0.4999999999999998,00
25,750.0,11,9,2,3,0,0,5.8712535479572505,4.2288655289096155,6.6800590090915115,27.27272727272727,0,0,0,0.0012108189452861228,22.029372496662216,0.7716722071589478,242,2,30.0,30.0,2,0.5204540887533616,1,0,0.0,8,12,0.8660254037844387,-0.4999999999999998,00
26,780.0,16,16,0,3,0,0,7.265953789554633,6.44496006986079,7.078742334475027,18.75,0,0,0,0.0016839649213299247,32.04272363150868,0.38746282946202265,54,3,30.0,30.0,3,0.8034116656940996,1,1,13.96728865762162,8,13,0.8660254037844387,-0.4999999999999998,00
27,810.0,14,13,1,2,0,0,6.685018753701624,1.0720165106937485,7.799491019715792,14.285714285714285,0,0,0,0.0015356265758826304,28.037383177570092,0.569688028522784,159,3,26.8,30.0,3,0.49837915020794976,2,2,1.7508415567223823,8,13,0.8660254037844387,-0.4999999999999998,00
28,840.0,24,23,1,3,0,0,7.085632640525188,6.231191794519241,5.9506495215430855,12.5,0,0,0,0.0025744422525885583,48.06408544726301,0.7244593163425206,362,8,13.540000000000001,30.0,8,0.8122499126804069,6,1,4.768535965116158,8,14,0.8660254037844387,-0.4999999999999998,00
29,870.0,17,15,2,5,0,0,4.672677180583752,0.5486401557487385,6.320650738480623,29.411764705882355,0,0,0,0.0019506916114551145,34.04539385847797,0.538824636711385,169,11,15.913333333333334,30.0,11,0.7915826749200092,6,3,12.26984984825957,8,14,0.8660254037844387,-0.4999999999999998,00
30,900.0,16,13,3,7,0,0,4.870273031157822,1.0579580684034695,6.320712484667908,43.75,0,0,0,0.001833714726362069,32.04272363150868,0.5978995277524354,31,12,18.582222222222224,30.0,12,0.5566483345997683,9,2,5.69242641751896,8,15,0.8660254037844387,-0.4999999999999998,00
31,930.0,17,13,4,4,0,0,6.178305356753923,1.4809996132475487,6.872337869602528,23.52941176470588,0,0,0,0.0023662295391451817,34.04539385847797,0.3800317720021554,60,10,21.2,30.0,10,0.5652454629025496,7,1,14.114898100809903,8,15,0.8660254037844387,-0.4999999999999998,00
32,960.0,5,4,1,3,0,0,6.564312611456764,0.0,8.239718619463751,60.0,0,0,0,0.0008382726238968604,277.77777777777777,0.22106272376207126,0,5,0.7866666666666667,1.08,5,0.4434666939579038,3,1,15.883221869646245,8,16,0.8660254037844387,-0.4999999999999998,00
0,0.0,13,11,2,3,0,0,3.916048669441995,0.0,6.026986592335036,23.076923076923077,0,0,0,0.002273301117852421,26.0347129506008,0.3733269030467254,38,2,0.0,0.0,2,1.6453485467901452,0,0,0.0,8,0,0.8660254037844387,-0.4999999999999998,01
1,30.0,23,21,2,3,0,0,6.421148936143676,4.166136923578004,6.798515727252273,13.043478260869565,0,0,0,0.002857215286809099,46.061415220293725,0.5355220816908335,122,1,9.04,9.04,1,0.7013215354255997,1,0,0.0,8,0,0.8660254037844387,-0.4999999999999998,01
2,60.0,21,21,0,3,0,0,6.900617978437251,6.885531615046148,6.724573556375199,14.285714285714285,0,0,0,0.00280428833324411,42.05607476635514,0.5081382193829759,126,2,5.92,5.92,2,1.1865214771225654,1,0,0.0,8,1,0.8660254037844387,-0.4999999999999998,01
3,90.0,11,9,2,4,0,0,3.59703407422147,0.0,5.758662812432446,36.36363636363637,0,0,0,0.001477595794243914,22.029372496662216,0.44157042658891016,124,0,0.0,0.0,0,0.0,0,0,0.0,8,1,0.8660254037844387,-0.4999999999999998,01
4,120.0,13,12,1,3,0,0,4.350494183622786,0.0,7.088366370300004,23.076923076923077,0,0,0,0.0016953966777587222,26.0347129506008,0.37164596112709336,13,0,0.0,0.0,0,0.0,0,0,0.0,8,2,0.8660254037844387,-0.4999999999999998,01
5,150.0,16,14,2,5,0,0,5.652544883630964,0.5811089581137087,6.908919245150003,31.25,0,0,0,0.002082383178764399,32.04272363150868,0.46409680684251975,102,0,0.0,0.0,0,0.0,0,0,0.0,8,2,0.8660254037844387,-0.4999999999999998,01
6,180.0,12,11,1,3,0,0,6.048325303373709,0.0,8.098109228834844,25.0,0,0,0,0.0015156803638408974,24.032042723631506,0.33197481752231695,29,0,0.0,0.0,0,0.0,0,0,0.0,8,3,0.8660254037844387,-0.4999999999999998,01
7,210.0,15,15,0,3,0,0,6.421462308103156,0.0,7.533749413104077,20.0,0,0,0,0.0020781582658015102,30.040053404539385,0.3977340594318582,167,0,0.0,0.0,0,0.0,0,1,14.55971449312836,8,3,0.8660254037844387,-0.4999999999999998,01
8,240.0,14,13,1,3,0,0,4.877121467797747,0.0,6.317074109806423,21.428571428571427,0,0,0,0.0018989668279295146,28.037383177570092,0.4172291355853036,41,0,0.0,0.0,0,0.0,0,0,0.0,8,4,0.8660254037844387,-0.4999999999999998,01
9,270.0,19,19,0,3,0,0,6.394781789077413,0.0,7.857246633603099,15.789473684210526,0,0,0,0.0022892310198582987,38.05073431241655,0.2781348256396,3,0,0.0,0.0,0,0.0,0,0,0.0,8,4,0.8660254037844387,-0.4999999999999998,01
10,300.0,17,16,1,3,0,0,5.101411280565985,0.0,6.376849527936071,17.647058823529413,0,0,0,0.0021581217315480273,34.04539385847797,0.5341656298813886,184,2,0.0,0.0,2,1.5687353132356792,0,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,01
11,330.0,12,12,0,3,0,0,5.446246932127438,0.0,7.538776156025175,25.0,0,0,0,0.0015033339038304577,24.032042723631506,0.290723471221235,65,2,0.0,0.0,2,1.5744182553837585,0,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,01
12,360.0,10,9,1,4,0,0,3.284046401903686,0.0,5.848947156379138,40.0,0,0,0,0.0013040131825339488,20.026702269692926,0.3305016366843797,85,3,2.76,2.76,3,1.4667618594020948,1,1,7.402877772103873,8,6,0.8660254037844387,-0.4999999999999998,01
13,390.0,19,18,1,5,0,0,5.592425085636673,0.8241372075699622,6.5653675181436615,26.31578947368421,0,0,0,0.002347415513781597,38.05073431241655,0.5512662466656969,149,3,1.84,1.84,3,1.8141076405302254,1,1,6.615917337420186,8,6,0.8660254037844387,-0.4999999999999998,01
14,420.0,8,8,0,3,0,0,2.8159833388444473,0.0,5.808891197947202,37.5,0,0,0,0.0010691001966860636,16.02136181575434,0.14752154000272205,6,2,0.0,0.0,2,1.8398512598279009,0,2,7.946093847501752,8,7,0.8660254037844387,-0.4999999999999998,01
15,450.0,17,16,1,3,0,0,6.010049632393192,1.859104670959595,6.591793805043339,17.647058823529413,0,0,0,0.0022498696270546554,34.04539385847797,0.3949346096197935,82,2,0.0,0.0,2,2.562119215817814,0,3,6.217050447284403,8,7,0.8660254037844387,-0.4999999999999998,01
16,480.0,22,19,3,5,0,0,5.519164129478893,1.6969578283386983,6.552110516889563,22.727272727272727,0,0,0,0.0027582401602404783,44.05874499332443,0.5374449354121499,110,0,0.0,0.0,0,0.0,0,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,01
17,510.0,16,15,1,3,0,0,6.244638209791948,0.0,7.519507039694337,18.75,0,0,0,0.0030767838518952827,32.04272363150868,0.2500061149920754,14,0,0.0,0.0,0,0.0,0,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,01
18,540.0,10,9,1,3,0,0,4.6541617777599535,0.0,7.19343490853296,30.0,0,0,0,0.001934042006336798,20.026702269692926,0.2643593160257031,8,0,0.0,0.0,0,0.0,0,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,01
19,570.0,19,17,2,4,0,0,6.592842947245307,0.0,8.029023906236054,21.052631578947366,0,0,0,0.002475821905286083,38.05073431241655,0.3294182831847532,55,0,0.0,0.0,0,0.0,0,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,01
20,600.0,24,24,0,5,0,0,6.424458240416697,0.0368203212482606,7.313670163400127,20.833333333333336,0,0,0,0.00302163464335531,48.06408544726301,0.35849575891096624,38,1,7.32,7.32,1,0.7227890824968504,1,0,0.0,8,10,0.8660254037844387,-0.4999999999999998,01
21,630.0,19,17,2,6,0,0,5.731155872903604,0.09596089411838554,6.785279464189818,31.57894736842105,0,0,0,0.002407822103927724,38.05073431241655,0.5292145150138283,278,2,21.36,21.36,2,0.6791126559411148,1,1,4.7104200688639715,8,10,0.8660254037844387,-0.4999999999999998,01
22,660.0,15,15,0,3,0,0,6.031124691938093,0.0,6.970854854077858,20.0,0,0,0,0.0020699613995139,30.040053404539385,0.36547496991481315,62,2,0.0,0.0,2,1.2369482499762805,0,1,2.4637172211560867,8,11,0.8660254037844387,-0.4999999999999998,01
23,690.0,12,11,1,3,0,0,3.788038881270563,0.0,5.337524376581602,25.0,0,0,0,0.001695901869238351,24.032042723631506,0.27411026003524835,0,6,4.16,4.84,6,1.0738619495775643,2,1,4.8687911943766515,8,11,0.8660254037844387,-0.4999999999999998,01
24,720.0,15,13,2,3,0,0,5.847839186134206,0.0,6.896270410013632,20.0,0,0,0,0.001840514162413198,30.040053404539385,0.32453043716113833,61,5,0.36,0.36,5,1.2902762242059298,1,1,1.521192960019995,8,12,0.8660254037844387,-0.4999999999999998,01
25,750.0,19,18,1,6,0,0,5.978062987930242,0.04708028991384944,7.128782079168358,31.57894736842105,0,0,0,0.0025932577154470873,38.05073431241655,0.48900842429833274,205,1,0.0,0.0,1,1.3188507140931474,0,1,4.893196133058453,8,12,0.8660254037844387,-0.4999999999999998,01
26,780.0,21,18,3,9,0,0,4.710723688377723,1.5352314510087348,5.799950460470797,42.857142857142854,0,0,0,0.002559234348082614,42.05607476635514,0.5528699018921661,169,0,0.0,0.0,0,0.0,0,1,1.7104921576734242,8,13,0.8660254037844387,-0.4999999999999998,01
27,810.0,17,14,3,3,0,0,5.330092302869746,0.0,5.908813729351765,17.647058823529413,0,0,0,0.0020659078123417955,34.04539385847797,0.5385054652797682,217,1,0.0,0.0,1,1.4926878794115541,0,1,3.4781425348124673,8,13,0.8660254037844387,-0.4999999999999998,01
28,840.0,12,11,1,3,0,0,5.050284457881026,0.0,7.368984623978054,25.0,0,0,0,0.0014624575534283922,24.032042723631506,0.3670890420217383,179,1,0.0,0.0,1,1.351900728470301,0,0,0.0,8,14,0.8660254037844387,-0.4999999999999998,01
29,870.0,12,12,0,3,0,0,5.068187440363195,0.0,6.956001741313355,25.0,0,0,0,0.0023237972909831124,24.032042723631506,0.17199382863746918,4,0,0.0,0.0,0,0.0,0,0,0.0,8,14,0.8660254037844387,-0.4999999999999998,01
30,900.0,15,14,1,4,0,0,5.0704652770571315,0.0032564090652127844,6.682169440584404,26.666666666666668,0,0,0,0.0017860904876678052,30.040053404539385,0.4538336126158221,14,0,0.0,0.0,0,0.0,0,0,0.0,8,15,0.8660254037844387,-0.4999999999999998,01
31,930.0,21,18,3,5,0,0,5.466177921963576,2.4986622252717554,6.175423905197455,23.809523809523807,0,0,0,0.0025440221177993735,42.05607476635514,0.5532785118179987,99,2,6.88,6.88,2,1.2181822749646858,1,0,0.0,8,15,0.8660254037844387,-0.4999999999999998,01
32,960.0,17,13,4,4,0,0,4.468422977941258,0.01852060744144209,6.185269437315336,23.52941176470588,0,0,0,0.0023238060546943427,34.04539385847797,0.38050395631264056,124,2,5.92,6.6,2,1.2640093552716503,2,0,0.0,8,16,0.8660254037844387,-0.4999999999999998,01
33,990.0,21,18,3,4,0,0,6.93077469968214,5.203717453879399,7.078971349412908,19.047619047619047,0,0,0,0.002590265089946375,42.05607476635514,0.4709539520188295,99,0,0.0,0.0,0,0.0,0,0,0.0,8,16,0.8660254037844387,-0.4999999999999998,01
34,1020.0,7,7,0,3,0,0,3.1840471828802692,0.0,5.058952665639488,42.857142857142854,0,0,0,0.000945470962648702,34.20195439739414,0.3452393372830076,0,0,0.0,0.0,0,0.0,0,0,0.0,8,17,0.8660254037844387,-0.4999999999999998,01
0,0.0,23,19,4,9,0,0,4.830986669283703,0.012377019027213297,6.712843158741927,39.130434782608695,0,0,0,0.0023988775600013662,46.061415220293725,0.5607901080689391,276,1,0.0,0.0,1,1.529237761647981,0,0,0.0,8,0,0.8660254037844387,-0.4999999999999998,02
1,30.0,26,22,4,7,0,0,5.1837418287154025,0.0,6.828536684207839,26.923076923076923,0,0,0,0.0026718658853796214,52.0694259012016,0.4285470110656021,119,1,0.0,0.0,1,1.4071284664166814,0,1,4.481711629301384,8,0,0.8660254037844387,-0.4999999999999998,02
2,60.0,29,23,6,5,0,0,6.791131931664125,6.497300511173851,6.688957733732222,17.24137931034483,0,0,0,0.0030413451479759353,58.07743658210948,0.46000006440271146,157,2,0.0,0.0,2,1.3711967274401817,0,1,4.709869560796515,8,1,0.8660254037844387,-0.4999999999999998,02
3,90.0,23,22,1,6,0,0,6.150741367808599,0.4174642607457554,6.946634101263479,26.08695652173913,0,0,0,0.0023577444726389915,46.061415220293725,0.4619933883629357,192,2,0.0,0.0,2,2.6043190417813302,0,1,21.751563665679235,8,1,0.8660254037844387,-0.4999999999999998,02
4,120.0,14,12,2,5,0,0,4.110907288132822,0.0,6.3437814359906435,35.714285714285715,0,0,0,0.0014434151600852864,28.037383177570092,0.41635465518920856,3,0,0.0,0.0,0,0.0,0,1,4.263352967988591,8,2,0.8660254037844387,-0.4999999999999998,02
5,150.0,19,17,2,5,0,0,5.7555321459296955,0.0,6.826694529329621,26.31578947368421,0,0,0,0.001980406374797824,38.05073431241655,0.41326141113769493,118,1,0.0,0.0,1,1.2703636751598522,0,1,3.806353239070192,8,2,0.8660254037844387,-0.4999999999999998,02
6,180.0,18,17,1,4,0,0,5.085310009545937,0.0,7.260966535100794,22.22222222222222,0,0,0,0.0027565320660423707,36.048064085447265,0.2163524681516118,42,2,0.0,0.0,2,1.4188826421479313,0,0,0.0,8,3,0.8660254037844387,-0.4999999999999998,02
7,210.0,21,19,2,5,0,0,5.872547974002768,0.02186151786312365,7.30129199027019,23.809523809523807,0,0,0,0.0021569086131477924,42.05607476635514,0.36617683009039426,87,13,0.8400000000000001,0.92,13,1.3564666405145667,2,1,5.858658604682796,8,3,0.8660254037844387,-0.4999999999999998,02
8,240.0,21,18,3,5,0,0,5.125888657075347,3.4038908539336585,5.686777134328997,23.809523809523807,0,0,0,0.0021547903185377827,42.05607476635514,0.5408194209910034,242,11,11.92,18.88,11,1.5075085996056348,2,1,5.4037271969641045,8,4,0.8660254037844387,-0.4999999999999998,02
9,270.0,21,18,3,7,0,0,5.256273545174778,0.0013309430579952369,7.457356822942136,33.33333333333333,0,0,0,0.0021293602766698162,42.05607476635514,0.3122687504712952,22,5,21.7,27.64,5,0.8418534700671759,2,1,18.533542337978673,8,4,0.8660254037844387,-0.4999999999999998,02
10,300.0,13,10,3,4,0,0,3.518749198681247,0.0,5.309983939524575,30.76923076923077,0,0,0,0.0016438791088750247,26.0347129506008,0.2962726016888095,0,2,12.56,13.72,2,0.6774655303762858,2,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,02
11,330.0,17,17,0,4,0,0,5.659717582112809,0.0,6.980368945932851,23.52941176470588,0,0,0,0.0017454133520419758,34.04539385847797,0.32500566025287786,44,3,0.0,0.0,3,1.5987138616782264,0,1,8.76045896302744,8,5,0.8660254037844387,-0.4999999999999998,02
12,360.0,17,16,1,6,0,0,4.351570234709944,0.0,6.4945148793232725,35.294117647058826,0,0,0,0.002551246178501536,34.04539385847797,0.3824939221039902,105,1,0.0,0.0,1,1.8353728046250335,0,0,0.0,8,6,0.8660254037844387,-0.4999999999999998,02
13,390.0,14,12,2,4,0,0,4.427524940283103,0.0,6.708027153482938,28.57142857142857,0,0,0,0.0014401253413671977,28.037383177570092,0.39340725838454094,25,1,0.0,0.0,1,1.396166841730511,0,1,8.353386086225102,8,6,0.8660254037844387,-0.4999999999999998,02
14,420.0,15,12,3,4,0,0,5.376766750406992,0.0,7.88955968739931,26.666666666666668,0,0,0,0.0015253147154904168,30.040053404539385,0.2537651377899731,15,4,2.64,2.64,4,1.3212274518361116,1,3,13.050245091509925,8,7,0.8660254037844387,-0.4999999999999998,02
15,450.0,14,14,0,5,0,0,4.402419597208795,0.0,6.360731951781298,35.714285714285715,0,0,0,0.0014390553515860446,28.037383177570092,0.3553273816055153,37,5,8.146666666666667,12.0,5,1.0431515402075306,3,3,3.936230211933234,8,7,0.8660254037844387,-0.4999999999999998,02
16,480.0,14,13,1,4,0,0,4.090370784456075,0.0,6.880027374454944,28.57142857142857,0,0,0,0.0021356801228218005,28.037383177570092,0.19159875207160018,14,5,11.24,13.16,5,0.868989600760151,3,3,10.824813490400196,8,8,0.8660254037844387,-0.4999999999999998,02
17,510.0,22,21,1,7,0,0,5.669194002394476,0.01892586366716519,7.2886196615191094,31.818181818181817,0,0,0,0.0022563087341292264,44.05874499332443,0.39256789486167964,46,4,4.66,8.8,4,0.9416168185770835,4,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,02
18,540.0,22,21,1,6,0,0,5.436081195690077,0.01847832514055319,7.527393378775766,27.27272727272727,0,0,0,0.002257609274284838,44.05874499332443,0.3123297178648468,23,4,26.89333333333333,30.0,4,0.34254761486004903,3,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,02
19,570.0,21,18,3,8,0,0,4.489935662527055,0.10093733947355657,6.262067567710983,38.095238095238095,0,0,0,0.0021521732168522135,42.05607476635514,0.4064746922819234,131,4,9.75,20.16,4,0.7340626376228586,4,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,02
20,600.0,22,17,5,6,0,0,5.4293494411788545,0.005514853100741287,6.831074133182979,27.27272727272727,0,0,0,0.002254663298170536,44.05874499332443,0.47420212858412064,143,3,7.213333333333334,10.12,3,0.651738547523582,3,0,0.0,8,10,0.8660254037844387,-0.4999999999999998,02
21,630.0,22,20,2,6,0,0,4.709977729560307,0.9318293217107949,6.022491099792623,27.27272727272727,0,0,0,0.0022518732376670203,44.05874499332443,0.40074664674307087,167,5,8.200000000000001,13.52,5,1.0440371956475243,3,0,0.0,8,10,0.8660254037844387,-0.4999999999999998,02
22,660.0,27,26,1,9,0,0,5.435940134572924,0.9853577848172713,6.520714775036549,33.33333333333333,0,0,0,0.0027729717479048122,54.07209612817089,0.5359764686775867,343,2,10.44,10.44,2,0.4880950997212151,1,1,4.615633214745496,8,11,0.8660254037844387,-0.4999999999999998,02
23,690.0,23,20,3,6,0,0,5.715817807549236,0.02235629888868012,7.109083492174619,26.08695652173913,0,0,0,0.002353950971046626,46.061415220293725,0.48240928143225653,144,3,18.84,18.84,3,0.9304419643569611,1,1,4.461462751587708,8,11,0.8660254037844387,-0.4999999999999998,02
24,720.0,23,21,2,4,0,0,6.901723838399551,0.0,7.548464534620515,17.391304347826086,0,0,0,0.0023568581753030606,46.061415220293725,0.4230985969019618,143,2,17.08,17.08,2,0.8622798637685728,1,1,18.84262083117274,8,12,0.8660254037844387,-0.4999999999999998,02
25,750.0,18,17,1,4,0,0,5.356790092355064,0.0,6.62454138896945,22.22222222222222,0,0,0,0.0018407309165909492,36.048064085447265,0.47479556084729807,292,2,4.88,7.92,2,0.8031109923534763,2,1,3.63496098713395,8,12,0.8660254037844387,-0.4999999999999998,02
26,780.0,18,17,1,4,0,0,5.919814047351942,0.0,7.988370456431237,22.22222222222222,0,0,0,0.002747497370190478,36.048064085447265,0.21609698434634736,8,3,29.72,30.0,3,0.30921302813891405,2,1,5.040336149055632,8,13,0.8660254037844387,-0.4999999999999998,02
27,810.0,14,13,1,4,0,0,4.145150080731433,0.0,6.281839567767972,28.57142857142857,0,0,0,0.0014354447154219547,28.037383177570092,0.4122634600868789,139,3,30.0,30.0,3,0.3311230612405911,2,0,0.0,8,13,0.8660254037844387,-0.4999999999999998,02
28,840.0,13,13,0,4,0,0,4.983935781343234,0.0,7.5423716015135325,30.76923076923077,0,0,0,0.001990482179423575,26.0347129506008,0.3090669381771844,144,3,21.279999999999998,26.56,3,0.21688775115932032,3,0,0.0,8,14,0.8660254037844387,-0.4999999999999998,02
