time_bin,timestamp,total_vehicles,car_count,truck_count,total_stopped_vehicles,avg_queue_length,max_queue_length,avg_speed,median_speed,speed_std,percent_stopped,avg_lane_occupancy,max_lane_occupancy,num_active_lanes,traffic_density,flow_rate,avg_acceleration,harsh_braking_count,pedestrian_count,avg_ped_waiting_time,max_ped_waiting_time,ped_crossing_demand,avg_ped_speed,stopped_pedestrians,bicycle_count,avg_bicycle_speed,hour_of_day,minute_of_hour,time_of_day_sin,time_of_day_cos,recording_id
17,510.0,12,12,0,7,0,0,1.3364735348499246,0.0,3.9197087000771034,58.333333333333336,0,0,0,0.0037982626721215964,24.032042723631506,0.07014580630793803,0,0,0.0,0.0,0,0.0,0,1,13.756807401814655,8,8,0.8660254037844387,-0.4999999999999998,30
18,540.0,22,21,1,7,0,0,3.3733935970147773,0.0,5.231862015620571,31.818181818181817,0,0,0,0.006797930298961081,44.05874499332443,0.24599571335594275,49,0,0.0,0.0,0,0.0,0,1,13.642187834650777,8,9,0.8660254037844387,-0.4999999999999998,30
19,570.0,22,22,0,7,0,0,3.1645780584116197,0.0,5.233179171573504,31.818181818181817,0,0,0,0.006860616110743375,44.05874499332443,0.23458386702237222,37,1,0.0,0.0,1,1.7137953938547459,0,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,30
20,600.0,24,23,1,7,0,0,3.5485041916533584,0.0,5.665911451435096,29.166666666666668,0,0,0,0.007591965362035215,48.06408544726301,0.17155217910393286,0,2,0.0,0.0,2,1.9333944896724984,0,0,0.0,8,10,0.8660254037844387,-0.4999999999999998,30
21,630.0,23,23,0,8,0,0,3.397121875471317,0.0,5.36742748309818,34.78260869565217,0,0,0,0.007305128439735034,46.061415220293725,0.18638229965790093,32,1,0.0,0.0,1,1.7405958521742768,0,2,5.1163372161696605,8,10,0.8660254037844387,-0.4999999999999998,30
22,660.0,17,16,1,7,0,0,2.196521973631333,0.0,4.42532414114926,41.17647058823529,0,0,0,0.005428176975582227,34.04539385847797,0.2165580392541371,21,0,0.0,0.0,0,0.0,0,2,4.690986693442699,8,11,0.8660254037844387,-0.4999999999999998,30
23,690.0,29,27,2,13,0,0,2.330113468905573,0.005169435404002174,4.326166863035044,44.827586206896555,0,0,0,0.009136956707154593,58.07743658210948,0.28048220113113453,21,1,0.0,0.0,1,1.6694283369910417,0,0,0.0,8,11,0.8660254037844387,-0.4999999999999998,30
24,720.0,31,28,3,13,0,0,2.5062098199844285,0.002353720459187964,4.651137133571896,41.935483870967744,0,0,0,0.009904312337223952,62.082777036048064,0.15611758618462915,0,1,0.0,0.0,1,1.6490782749673718,0,1,12.714812992820281,8,12,0.8660254037844387,-0.4999999999999998,30
25,750.0,25,24,1,13,0,0,2.217875947419748,0.0,4.124708491125882,52.0,0,0,0,0.007996813487806472,50.06675567423231,0.35869675081737856,46,0,0.0,0.0,0,0.0,0,0,0.0,8,12,0.8660254037844387,-0.4999999999999998,30
26,780.0,22,22,0,8,0,0,2.724764290184996,0.0,4.723476097098363,36.36363636363637,0,0,0,0.007067407173070518,44.05874499332443,0.29583591745377297,48,0,0.0,0.0,0,0.0,0,0,0.0,8,13,0.8660254037844387,-0.4999999999999998,30
27,810.0,20,20,0,7,0,0,2.917451262867519,0.0,5.4197336579618876,35.0,0,0,0,0.006376471990709365,40.05340453938585,0.10075515468162326,0,0,0.0,0.0,0,0.0,0,0,0.0,8,13,0.8660254037844387,-0.4999999999999998,30
28,840.0,21,20,1,7,0,0,2.967873360439303,0.0,5.409812908604263,33.33333333333333,0,0,0,0.0067011528469149715,42.05607476635514,0.1736678185195584,17,1,3.76,3.76,1,0.5083248465375299,1,1,7.923889147960743,8,14,0.8660254037844387,-0.4999999999999998,30
29,870.0,18,17,1,7,0,0,1.8896013196048298,0.0,4.383870883569461,38.88888888888889,0,0,0,0.00588151181679765,36.048064085447265,0.17961970444197287,0,1,0.0,0.0,1,1.2549933176595627,0,1,8.763960976753108,8,14,0.8660254037844387,-0.4999999999999998,30
30,900.0,27,27,0,8,0,0,3.8871170749325286,0.0,5.608318630807746,29.629629629629626,0,0,0,0.008571707602140296,54.07209612817089,0.19929224726847003,0,0,0.0,0.0,0,0.0,0,1,11.692208101268177,8,15,0.8660254037844387,-0.4999999999999998,30
31,930.0,24,24,0,10,0,0,2.4330241714710565,0.0,4.3135104337211265,41.66666666666667,0,0,0,0.007685387250464685,48.06408544726301,0.22896511263551778,9,2,0.0,0.0,2,0.8811275040808018,0,0,0.0,8,15,0.8660254037844387,-0.4999999999999998,30
32,960.0,19,19,0,11,0,0,1.3688275507423615,0.0,3.156749401228059,57.89473684210527,0,0,0,0.006117003313886101,38.05073431241655,0.2639269990831475,11,3,3.32,6.04,3,0.829218230061594,2,0,0.0,8,16,0.8660254037844387,-0.4999999999999998,30
33,990.0,21,21,0,9,0,0,2.619326182829287,0.0,5.146487502696032,42.857142857142854,0,0,0,0.006721163747399375,42.05607476635514,0.1407418078072654,24,5,7.24,7.24,5,0.7240884798703129,1,0,0.0,8,16,0.8660254037844387,-0.4999999999999998,30
34,1020.0,10,10,0,8,0,0,2.0023551688511434,0.0,4.8306246859186865,80.0,0,0,0,0.003689255595237213,132.74336283185843,0.06841064523175436,0,4,0.0,0.0,4,1.0059165318443075,0,0,0.0,8,17,0.8660254037844387,-0.4999999999999998,30
